task,truth
Richard Barrett-http://dbpedia.org/page/Richard_Barrett,0
Florian Mueller-http://dbpedia.org/page/Florian_MFlorian,0
HTC-http://dbpedia.org/page/HTC_Corporation,1
Pakistan-http://www.freebase.com/view/en/pakistan,1
Barbara Starr-Barbara Starr_undisclosedLink1,0
nLa LibertÈ-http://dbpedia.org/page/Iya_Nla,0
Amazon-Amazon_undisclosedLink0,0
Axel Weber-http://dbpedia.org/page/Axel_A._Weber,1
Domestic Violence Intervention Project-Domestic Violence Intervention Project_undisclosedLink0,0
Vanuatu-http://www.freebase.com/view/en/air_vanuatu,0
GMT-http://www.freebase.com/view/en/guy_sigsworth,0
Italian-http://www.freebase.com/view/lang/it,0
Yemeni Embassy-http://dbpedia.org/page/Yemeni,0
Sri Lankaís-http://dbpedia.org/page/SRI,0
Ukrainian-http://www.freebase.com/view/en/ukraine,0
Oswald Gr-http://www.freebase.com/view/en/1931_wimbledon_championships_mens_singles,0
Europe-http://www.freebase.com/view/en/europe_sweden,0
Iranians-http://www.freebase.com/view/en/iranian_peoples,1
Nasser-Nasser_undisclosedLink0,0
Singapore-http://dbpedia.org/page/Singapore,1
Kindle Fire Amazon-Kindle Fire Amazon_undisclosedLink0,0
DMK-DMK_undisclosedLink0,0
Planning Commission-http://www.freebase.com/view/en/new_york_city_department_of_city_planning,0
Bryson-http://www.geonames.org/4609353/bryson.html,0
Oswald Gr-http://dbpedia.org/page/Oswald_GrOswald,0
S.-http://dbpedia.org/page/Cedilla,0
Italian-http://dbpedia.org/page/The_Italian,0
Kindle-http://www.freebase.com/view/en/amazon_kindle,1
Lesa Jansen-http://dbpedia.org/page/Lesa,0
Raja-http://dbpedia.org/page/Raja,0
GMT-http://dbpedia.org/page/Greenwich_Mean_Time,1
Pakistani-http://www.freebase.com/view/en/pakistan,1
Lebanese-http://www.freebase.com/view/en/lebanese,0
J. DAVID-http://dbpedia.org/page/David_J._Schiappa,0
Sal Guatieri-Sal Guatieri_undisclosedLink1,0
Mondayís German-language-http://dbpedia.org/page/German_language,0
America-http://dbpedia.org/page/United_States,0
Reinhard-Reinhard_undisclosedLink0,0
Emiratis-Emiratis_undisclosedLink0,0
Diane Ruggiero-http://dbpedia.org/page/Diane_Ruggiero,0
Yahoo-http://www.freebase.com/view/en/yahoo_music,0
Brookdale Drive-http://www.geonames.org/4849439/brookdale.html,0
India Meteorological Department-http://dbpedia.org/page/India_Meteorological_Department,1
Alpine-Alpine_undisclosedLink0,0
Clare O'Dea-http://dbpedia.org/page/Darrell_O'Dea,0
Portugal-http://www.freebase.com/view/en/portugal,1
Ameriprise Financial-http://www.freebase.com/view/en/ameriprise_financial,1
William Reinhard-http://dbpedia.org/page/Wilhelm_Reinhard,0
Siemens-http://www.freebase.com/view/en/siemens_ag,1
Facebook-http://www.freebase.com/view/authority/facebook,0
Silicon Valley-http://dbpedia.org/page/Silicon_Valley,1
Nigerians-http://dbpedia.org/page/Nigerians_in_Ireland,0
Spain-http://www.freebase.com/view/en/madrid,0
Android-based-Android-based_undisclosedLink1,0
Glenmont-http://www.geonames.org/4761115/glenmont.html,0
FaceTime-FaceTime_undisclosedLink0,0
Anwar al-Awlaki-http://dbpedia.org/page/People_linked_to_Anwar_al-Awlaki,0
Rajiv Agarwal-http://www.freebase.com/view/en/paagalpan,0
Zurich-based-http://www.geonames.org/5145326/zurich.htmlthanks....,0
Sunni-http://www.geonames.org/1350190/sunni.html,0
Great Satan-http://dbpedia.org/page/Great_Satan,1
Ameriprise Financial-http://dbpedia.org/page/Ameriprise_Financial_Center,0
Brookdale Drive-Brookdale Drive_undisclosedLink0,0
Hakim Almasmari-http://www.geonames.org/7340585/hakim.html,0
New Yorkís-New Yorkís_undisclosedLink0,0
Mohammed Jamjoom-http://www.freebase.com/view/soft/isbn/9780713901160/best,0
Ukrainian-http://dbpedia.org/page/Ukrainian,0
Christmas-http://dbpedia.org/page/Kane_Nasser,0
al-Asiri-http://dbpedia.org/page/Khalid_al-Asiri,1
Susan Vogel-Misicka-http://www.freebase.com/view/en/susan_mullin_vogel,0
Tages-Anzeiger-http://dbpedia.org/page/Tages_(band),0
Faiza Mousa-http://www.freebase.com/view/m/0d_wkyy,0
George Clooney-http://data.nytimes.com/63091462258450536183,1
Jennie Pasquarella-http://www.geonames.org/4116495/jennie.html,0
Megan Buerger-Megan Buerger_undisclosedLink1,0
Darrel Hendy-Darrel Hendy_undisclosedLink0,0
IHS iSuppli-IHS iSuppli_undisclosedLink0,0
Muslims-http://dbpedia.org/page/Muslim,1
Zug-http://dbpedia.org/page/Zug_Zug,0
Claire Dunn-http://www.geonames.org/4919802/dunn.html,0
Pakistan-http://www.freebase.com/view/en/government_of_pakistan,0
BMO Capital Markets-http://www.freebase.com/view/wikipedia/images/en_id/25681458,0
Twinbrook-http://www.freebase.com/view/wikipedia/images/commons_id/299328,0
Amazon Prime-http://dbpedia.org/page/Amazon.com,1
Bourg St Pierre-http://www.geonames.org/2661428/bourg-saint-pierre.htmlambiguous,1
Geneva-based-Geneva-based_undisclosedLink0,0
Laden-http://dbpedia.org/page/Laden,0
Abu Suhail-http://dbpedia.org/page/Abu_Suhail_an-Nafi,0
Lugano-born Ermotti-Lugano-born Ermotti_undisclosedLink0,0
American-born-http://www.freebase.com/view/en/united_states,0
American-http://dbpedia.org/page/American,0
Faiza Mousa-http://dbpedia.org/page/Faiza,0
Pasquarella-Pasquarella_undisclosedLink2,0
Australia-http://dbpedia.org/page/Australia,1
Khalifa-http://dbpedia.org/page/Khalifa,0
GOOG-http://dbpedia.org/page/GOOG-411,0
Commission-http://dbpedia.org/page/Commission,0
Arabian Peninsula-http://www.geonames.org/6957697/arabian-peninsula.html,0
Kindle-http://www.freebase.com/view/wikipedia/images/commons_id/9496869,0
Detroit-http://dbpedia.org/page/Detroit,1
Fire-Fire_undisclosedLink0,0
Al Qaeda-http://dbpedia.org/page/Al-Qaeda,1
Alipay-Alipay_undisclosedLink2,0
South Pacific-http://www.freebase.com/view/en/south_pacific,0
Nasser-http://www.geonames.org/1093981/nasser.html,0
John-John_undisclosedLink1,0
George Clooney-http://www.freebase.com/view/en/george_clooney,1
Inspire-http://dbpedia.org/page/Infrastructure_for_Spatial_Information_in_the_European_Community,0
China-http://www.freebase.com/view/en/republic_of_china,0
Pakistan-http://www.freebase.com/view/en/pakistan_international_airlines,0
YORK-http://www.freebase.com/view/en/new_york,0
Celtic-http://dbpedia.org/page/Celtic,0
Skype-style-http://dbpedia.org/page/Features_of_Skype,0
Barbara Starr-http://www.freebase.com/view/en/ringo_starr,0
Maryland State Department of Education-http://dbpedia.org/page/Maryland_State_Department_of_Education,1
Facebook-http://www.freebase.com/view/wikipedia/images/commons_id/5971878,0
Stanford University-http://www.geonames.org/5398590/stanford-university.html,0
Bill Watkins-http://www.freebase.com/view/wikipedia/en_title/Bill_Watkins_$0028Seagate$0029,0
Greek-http://www.freebase.com/view/en/greek_mythology,0
New York Times-http://www.freebase.com/view/en/the_new_york_times,1
Manmohan Singh-http://dbpedia.org/page/Manmohan_Singh,1
Souvenir-http://www.freebase.com/view/wikipedia/fr_id/1896648,0
Umar Farouk AbdulMutallab-http://dbpedia.org/page/Umar_Farouk_Abdulmutallab,1
Geneva-Geneva_undisclosedLink0,0
Mondayís German-language-http://www.freebase.com/view/en/german_language,0
Sunni-http://www.freebase.com/view/en/sunni_islam,1
Megan Buerger-http://dbpedia.org/page/Victor_Buerger,0
Fahad Salim Dalk-Fahad Salim Dalk_undisclosedLink0,0
Switzerland-http://www.freebase.com/view/en/switzerland_national_football_team,0
Alibaba-owned-http://www.freebase.com/view/m/0q4c70,0
Yugoslavia-http://dbpedia.org/page/For_Yugoslavia,0
Sharad Kumar-http://dbpedia.org/page/SHARAD,0
Market Square-http://dbpedia.org/page/Market_square,0
Samsung-http://www.geonames.org/6884965/samsung.html,0
Emma Brown-Emma Brown_undisclosedLink0,0
Hamid Karzai-http://data.nytimes.com/6727580816423805663,1
Switzerland-http://dbpedia.org/page/Switzerland,1
Iranian-http://dbpedia.org/page/Constitution_of_the_Islamic_Republic_of_Iran,0
Kashmir-http://www.freebase.com/view/wikipedia/pt/Kashmir_$0028banda$0029,0
Rahul Gandhi-http://dbpedia.org/page/Rahul_Gandhi,1
Cairo-http://dbpedia.org/page/Cairo,1
Osama bin Laden-http://dbpedia.org/page/Osama_bin_Laden,1
CNN Wire-http://dbpedia.org/page/CNN,0
Domestic Violence Intervention Project-http://dbpedia.org/page/Duluth_model,1
Jayampathy Wickramaratne-http://www.freebase.com/view/en/hemantha_wickramaratne,0
Texas-http://dbpedia.org/page/Texas,1
Ibrahim-http://dbpedia.org/page/Ibrahim_Haji_Jama_MeeIbrahim,0
Jibrin Ibrahim-http://dbpedia.org/page/Bayt_Jibrin,0
Nigeria-http://www.freebase.com/view/en/nigeria_national_football_team,0
Rahul Gandhi-http://www.freebase.com/view/en/sonia_gandhi,0
Rotkreuz-http://www.geonames.org/2843841/rotkreuz-holz.html,0
Julia Slater-http://www.freebase.com/view/en/julia_gillardthanks....,0
GMT-http://www.freebase.com/view/en/greenwich_mean_time,1
Jayampathy Wickramaratne-http://dbpedia.org/page/Eran_Wickramaratne,0
Alfredo Gysi-http://dbpedia.org/page/Gregor_Gysi,0
Romans-Romans_undisclosedLink0,0
Nidal Hasan-http://dbpedia.org/page/Umm_Nidal,0
Nepal-Nepal_undisclosedLink1,0
FaceTime-http://www.freebase.com/view/wikipedia/es_id/3916202,1
Leibacher-http://www.freebase.com/view/en/friedrich_leibacher,1
D.C. Superior Court-http://dbpedia.org/page/Superior_court,0
Joint Special Operations Command-http://www.freebase.com/view/en/united_states_special_operations_forces,0
Sinhalese-http://dbpedia.org/page/Sinhalese_people,1
Munster-Munster_undisclosedLink1,0
Spain-Spain_undisclosedLink0,0
Alexandria-http://www.freebase.com/view/en/alexandria_virginia,0
Android-http://www.freebase.com/view/en/android,0
Grand Cru-http://dbpedia.org/page/Cru_Grand,0
Jeff Bezos-http://www.freebase.com/view/en/jeff_bezos,1
CIA-http://dbpedia.org/page/Central_Intelligence_Agency,1
