task,community
Abu Suhail-http://www.freebase.com/view/en/abu_suhail_an_nafi_ibn_abd_ar_rahman,0
AOL-http://www.freebase.com/view/en/time_warner,0
ALU-http://www.geonames.org/8143/-alu.html,0
AAPL-http://dbpedia.org/page/History_of_Apple_Inc.AAPL,0
AAPL-http://dbpedia.org/page/Apple_Inc.,0
AAPL-AAPL_undisclosedLink0,0
trans-Atlantic-http://www.freebase.com/view/en/atlantic_ocean,0
iSuppli-http://www.freebase.com/view/en/ihs_inc,0
Yemeni Embassy-http://dbpedia.org/page/The_Embassy,0
William Reinhard-http://dbpedia.org/page/Wilhelm_Reinhard,0
Western Alps-http://www.freebase.com/view/en/alps,0
Western Alps-Western Alps_undisclosedLink0,0
Virginia-http://dbpedia.org/page/Virginia,1
Vienna-Vienna_undisclosedLink0,0
Vanuatu-http://data.nytimes.com/50596841878168377921,1
United Nations General Assembly-United Nations General Assembly_undisclosedLink0,0
Ukrainian-http://www.freebase.com/view/en/ukrainian_language,0
Twitter-http://www.freebase.com/view/en/twitter,1
Twitter-http://data.nytimes.com/47730322355669815682,1
TouchPad-http://www.freebase.com/view/wikipedia/images/commons_id/138876,0
Texas-http://www.freebase.com/view/en/texas,1
Temps-http://www.freebase.com/view/en/tempe,0
Tamil-Tamil_undisclosedLink0,0
Swiss-style-http://dbpedia.org/page/Swiss-system_tournament,0
Swan Telecom-http://www.geonames.org/3731419/telecom.html,0
Swan Telecom-http://dbpedia.org/page/Emirates_Telecommunications_CorporationSwan,0
Stanford University-http://dbpedia.org/page/Stanford_University,1
St Bernards-St Bernards_undisclosedLink1,0
St Bernard-http://dbpedia.org/page/Saint_Bernard,0
Sri Lanka-http://www.freebase.com/view/en/sri_lanka,1
Spain-http://dbpedia.org/page/Spain,0
Souvenir-http://www.freebase.com/view/wikipedia/fr_id/1896648,0
South Pacific-http://www.freebase.com/view/en/amphibforsopac,0
Skype-style-http://dbpedia.org/page/Features_of_Skype,0
Silent Witness-http://www.freebase.com/view/wikipedia/ja/$30B5$30A4$30EC$30F3$30C8$30A6$30A3$30C3$30C8$30CD$30B9,0
Sikkim-http://www.freebase.com/view/wikipedia/en_title/Sikkim_$0028Lok_Sabha_constituency$0029,0
Sal Guatieri-http://dbpedia.org/page/The_Howard_Stern_Show_staffSal,0
Saini-http://www.geonames.org/7974240/saini.html,0
Saini-http://www.geonames.org/7953503/saini.html,0
Richter-http://www.freebase.com/view/en/richter_magnitude_scale,1
Rhode Island Avenue-http://dbpedia.org/page/Rhode_Island_Avenue_Stadium-Armory,1
Rhode Island Avenue-http://dbpedia.org/page/Rhode_Island_Avenue_Rhode,0
Philippines-http://www.freebase.com/view/en/battle_of_the_philippines,0
Peace Talks-Peace Talks_undisclosedLink0,0
Pandemonium-http://dbpedia.org/page/Pandemonium,0
Pakistan-http://www.freebase.com/view/en/pakistan_international_airlines,0
O'Dea-http://dbpedia.org/page/O,0
O'Dea-O'Dea_undisclosedLink1,0
O'Dea-O'Dea_undisclosedLink0,0
Nokia-Nokia_undisclosedLink0,0
Nespresso-Nespresso_undisclosedLink0,0
Naylor Road-http://www.freebase.com/view/en/naylor_road,1
Naylor Road-http://dbpedia.org/page/Naylor_Road_Naylor,0
Napoleon-Napoleon_undisclosedLink1,0
NC-http://www.freebase.com/view/en/nc,0
Mueller-http://dbpedia.org/page/Otto_Friedrich_MAndroid,0
Motorola-http://www.freebase.com/view/wikipedia/fr_id/4208241,0
Motorola-http://www.freebase.com/view/en/motorola,1
Montek Singh Ahluwalia-http://dbpedia.org/page/Montek_Singh_Ahluwalia,1
Montek Singh Ahluwalia-Montek Singh Ahluwalia_undisclosedLink1,0
Montagnola-http://www.geonames.org/3173107/montagnola.html,0
Mohammed Basha-http://dbpedia.org/page/Basha,0
Minnesota-http://dbpedia.org/page/Minnesota,1
Megan Buerger-http://dbpedia.org/page/Hugo_Lubliner,0
Megan Buerger-http://dbpedia.org/page/BMegan,0
Market Square-http://www.geonames.org/4901224/market-square.html,0
Marib-http://dbpedia.org/page/MaMarib,0
Manmohan Singh-http://www.freebase.com/view/en/dr_manmohan_singh_scholarship,0
Madrid-http://www.geonames.org/4865870/madrid.html,0
Lewis Lee-http://www.freebase.com/view/en/lewis_lee,0
Lebanese-http://www.freebase.com/view/en/lebanon,0
La LibertÃ-http://dbpedia.org/page/.la,0
Kindle Fire Amazon-http://www.freebase.com/view/wikipedia/en_title/Kindle_Fire,1
Khalifa-Khalifa_undisclosedLink0,0
Kalaignar TV-http://dbpedia.org/page/Parithimaar_Kalaignar,0
Jibrin Ibrahim-http://dbpedia.org/page/Augustine_Jibrin,0
Jennie Pasquarella-http://www.geonames.org/4202742/jennie.html,0
Jayampathy Wickramaratne-http://dbpedia.org/page/Hemantha_Wickramaratne,0
J. DAVID-http://www.freebase.com/view/en/david_j_eicher,0
Iranians-Iranians_undisclosedLink0,0
IMD-http://dbpedia.org/page/IMD,0
IHS iSuppli-http://dbpedia.org/page/IHS,0
IBM-http://www.geonames.org/2775348/ibm.html,0
Howard County-http://www.geonames.org/4921670/howard-county.html,0
Howard County-http://dbpedia.org/page/Howard_County,0
Hollywood-http://www.freebase.com/view/en/hollywood,1
Hamid Karzai-http://www.freebase.com/view/wikipedia/images/commons_id/1218981,0
Grosvenor-http://www.geonames.org/4513402/grosvenor.html,0
Grand Cru-http://dbpedia.org/page/Grand_Cru_Grand,0
Grand Cru-http://dbpedia.org/page/Grand_Cru_European,0
Grand Cru-http://dbpedia.org/page/Cru_Grand,0
Glenmont-http://dbpedia.org/page/Glenmont,1
Germans-http://www.freebase.com/view/lang/de,0
Geneva-http://dbpedia.org/page/Geneva,1
GOOG-http://dbpedia.org/page/Google,1
Front Line Defenders-http://dbpedia.org/page/Front_Line_Front,0
French-http://dbpedia.org/page/French_people,0
France-http://www.freebase.com/view/en/france,1
Fort Totten-http://www.freebase.com/view/en/fort_totten_queens,0
Forest Glen-http://www.geonames.org/4623001/forest-glen.html,0
Florian Mueller-http://dbpedia.org/page/Florian_MFlorian,0
Finnish-http://www.freebase.com/view/en/finnish_language,0
Finnish-http://dbpedia.org/page/Finnish,1
Egypt-http://www.freebase.com/view/en/french_invasion_of_egypt,0
EBAY-http://dbpedia.org/page/EBay,1
Doug Gross-Doug Gross_undisclosedLink0,0
Diane Ruggiero-http://dbpedia.org/page/Ruggiero,0
David Goldman-http://www.freebase.com/view/m/0h2wmxt,0
Conspiracy Theories-http://dbpedia.org/page/Conspiracy_theory,1
Cineyug Films-http://www.freebase.com/view/m/0yf0xf,0
Christmas-http://dbpedia.org/page/Happy_Xmas_Nasser,0
Christmas-http://dbpedia.org/page/Christmas,1
Chinese Internet-http://www.freebase.com/view/wikipedia/es/Censura_de_Internet_en_la_Rep$00FAblica_Popular_China,0
Chinese Internet-http://dbpedia.org/page/Internet_in_the_PeopleChinese,0
Chinese Internet-http://dbpedia.org/page/China_Next_Generation_Internet,0
Carlos Calderon Mejia-http://www.freebase.com/view/en/edmundo_jarquin,0
Below Poverty Line-http://dbpedia.org/page/Combining_macron_below,0
Balwa-Balwa_undisclosedLink0,0
BMO Capital Markets-http://dbpedia.org/page/BMO,0
Axel Weber-http://www.freebase.com/view/en/axel_weber,0
Austria-http://www.freebase.com/view/en/fk_austria_wien,0
Asif Balwa-http://www.geonames.org/77911/asif.html,0
Armenian-http://www.freebase.com/view/en/armenian_language,0
Arabic-Arabic_undisclosedLink0,0
Android-based-http://dbpedia.org/page/Android,1
Amazon Prime-http://www.freebase.com/view/en/amazon_com,0
Amazon Prime-http://dbpedia.org/page/Amazon.comAmazon,0
Alipay-http://dbpedia.org/page/Alibaba_Group,0
Alibaba Group-http://www.freebase.com/view/wikipedia/en_title/Alibaba_Group,1
Alibaba Group-http://www.freebase.com/view/uri/http$003A$002F$002Fwww$002Ealibaba$002Ecom$002Faboutalibaba$002Faligroup$002Findex$002Ehtml,0
Alfredo Gysi-http://dbpedia.org/page/Gregor_Gysi,0
Al Qaeda-http://www.freebase.com/view/en/al-qaeda,1
Agarwal-http://www.freebase.com/view/en/agrawal,0
Agarwal-http://dbpedia.org/page/Sudarshan_Agarwal,0
Afghan-http://dbpedia.org/page/The_Afghan,0
Adam Yahiye Gadahn-http://dbpedia.org/page/Adam_Yahiye_Gadahn,1
Abdul-Kareem Al-Marzooqi-http://www.freebase.com/view/en/al-siliya,0
A Delhi-http://www.freebase.com/view/en/delhi,1
A Delhi-http://dbpedia.org/page/Norfolk_County,0
Western Alps-http://dbpedia.org/page/Rhaetian_Alps,0
Western Alps-http://dbpedia.org/page/Geography_of_the_AlpsWestern,0
TouchPad-http://dbpedia.org/page/HP_TouchPad,0
Texas-Texas_undisclosedLink0,0
Swan Telecom-http://dbpedia.org/page/Emirates_Telecommunications_CorporationShahid,1
Rajiv Agarwal-Rajiv Agarwal_undisclosedLink0,0
O'Dea-http://dbpedia.org/page/OO'Dea,0
Nespresso-http://dbpedia.org/page/Nespresso,1
Munster-http://www.freebase.com/view/wikipedia/fr_id/384101,0
Merrill Lynch-http://www.freebase.com/view/en/john_thain,0
Kennedy-http://www.freebase.com/view/en/john_f_kennedy,0
Ibrahim Hasan al-Asiri-http://www.geonames.org/6818023/qaryat-ibrahim-al-hasan.html,0
Hassan Ali-http://www.geonames.org/1359544/hassan-ali.html,0
Florian Mueller-http://www.geonames.org/5026983/florian.html,0
Florian Mueller-http://www.freebase.com/view/en/florian_muller,0
FaceTime-http://www.freebase.com/view/wikipedia/es_id/3916202,1
Emma Brown-http://dbpedia.org/page/Emma_Brown,0
Commission-http://www.freebase.com/view/en/united_states_securities_and_exchange_commission,0
Claire Dunn-http://www.freebase.com/view/m/0btzzd0,0
CNN Wire-http://www.freebase.com/view/en/news_agency,0
Amazon Prime-http://dbpedia.org/page/Amazon.com,1
Alibaba-http://dbpedia.org/page/Alibaba_Group,1
Alfredo Gysi-http://www.freebase.com/view/m/0g5tkqg,0
Al-Marzooqi-http://dbpedia.org/page/Al_Marzooqi,0
AfghanistanÃ­s Leaders Sour-http://www.geonames.org/2532392/sour.html,0
AfghanistanÃ­s Leaders Sour-http://www.freebase.com/view/m/027hnz7,0
Afghan-http://www.freebase.com/view/en/afghan,0
Adam Levine-http://dbpedia.org/page/Adam_Levine,0
